Shop Name,Owner,location,Description,Review,Sales,Item Types,Reviews
VintageSilkIndia,santosh sharma,"New Delhi, Delhi","""wearing silk brings so much to our lives"". Its proven!
                                ",4.5131,1432,"['On sale', 'Pure Silk Saree', 'Silk Kaftan', 'Cotton Kaftan', 'Silk Kimono', 'Heavy Silk Saree', 'Crape / Georgette sari', 'Scarves', 'Wholesale Lots & Combos', 'Dresses For Women', 'Harem Pants', 'Rare vintage exclusive', 'Accessories', 'vintage silk trims', 'Vintage Top/Blouse/Shirt', 'Fabric By The Yard', 'Home Decor']","[['Silva', '5', 'The scarf is just  beautiful and of a high quality.  :-) And it arrived quickly.'], ['Safreen', '5', 'This is my third order. You can’t be sure of what you’ll get completely as the items are usually made using vintage silks. The last 2 have been very see through which I didn’t mind as they were for at home and the beach (I advise against sleeping in them as the material is so thin they rip very easily. I’ve had to repair mine several times in a year.) This latest order, the material is not see through and seems denser so I can wear as it as a summer dress. I’m happy about that!'], ['Kir', '5', 'Beautiful item. So lovely to wear.'], ['Carmen', '4', 'This item shipped quickly and arrived sooner than expected. The color shown was also very accurate. The fabric did have a strong smell (maybe mothballs?), but after I washed it and hung it outside to dry the smell faded after a couple of days in the fresh air and sunshine. Very pretty fabric!'], ['poliana', '5', 'The silk is wonderful, really light and colourful, love it!'], ['Linnie', '5', 'The scarf has a lovely wear to it. I am very pleased.'], ['Matilda', '5', 'Very good quality and comfortable.'], ['Kseniya', '5', 'Lovely robe! Nice communication with the seller too. I have made another order from this shop. Only thing is that inside edges are not overcast, but it is still worth it!'], ['Trish Lapenas', '5', 'The original piece I was ordering was no longer available so I was sent multiple other fabrics that were similar and were all lovely. Santosh went over & beyond to compensate. I have had the fabric made into decorative pillow cases. The fabric price is very reasonable  (cost me much more to get the pillowcases sewn.)'], ['brianne', '5', 'Absolutely amazing! I was worrying about sleeves size not fitting but they fit good and I am a size large usually.  My item arrived in great quality and on the sage it said it would come <3']]"
VintageStoreIndia,Manu,"Jodhpur, Rajasthan","Tribal Vintage,Antique & Handmade
                                ",4.75,69,"['Vintage Oil Lamps', 'Handmade Items', 'Vintage Toys', 'Tin/Porcelain - Sign/Box', 'Porcelain Item', 'Antique Knives', 'Glass Handles']","[['Aakanksha', '5', 'Nice product. Give it a try for sure. \nThe best thing about the seller is the quick response. Definitely go for it.'], ['Tey', '5', 'Good and satisfied'], ['Rebecca', '5', 'Item arrived quickly and was well-packed, thanks so much! Love this cheeky item!'], ['Rebecca', '5', 'Love the graphics, and thanks for the small gift! :)'], ['LynnChern', '5', 'Fantastic door knobs - thank you'], ['David', '5', 'Exactly as i ordered. Well crafted.'], ['umebayashi', '5', 'I recieved this item with good condition and quick delivery.'], ['Veronika', '4', 'Unfortunately, the mind took a whole month and thus two weeks longer than announced. The goods are okay except for a token that arrived eaten by a woodworm. Well, yes. All in all, I am still satisfied'], ['Jamal', '5', 'N/A'], ['Sandra', '5', 'N/A']]"
VintageTextileIndia,KRISHNA,India,"Hello Everyone,This time to Buy Your Favorite Thing.
                                ",4.4973,3360,"['Beach Wear', 'JACKETS', 'Dress', 'Velvet Kimono', 'Cotton Kimono', 'Pajamas Set', 'Baby Blanket']","[['marissa', '5', 'This piece is so lovely. Great value for the price. I’m 5’4 112 and it’s pretty roomy but I love the look.\n\n\nI am curious as to who made this garment. There’s not much transparency on who made this and if it was ethically made.'], ['Mihoko', '4', 'Same with picture. Well made.\nI normally wear XS(34/36 German size) and ordered US S size - it is too big for me so I need to modify and to make it smaller. Overall nice one!'], ['Yareli', '5', 'fabric is heavy, robe and lining are beautiful together and overall certainly worth the price point. 10/10 would buy again.'], ['Prophetess', '5', 'Loved it 😍'], ['Wendy', '5', 'Lovely garment, runs very small but I contacted the business and the are making me a custom fitted item. I am very excited and pleased. \n\nWendy'], ['rreed', '4', 'Lovely jacket, though some of the stitching is coming loose.'], ['N/A', '5', 'As pictured and shipped very quickly!'], ['lisa', '5', ""Love this jacket! Very on trend right now and for a fraction of what some designers are charging. I am 6' tall with broad shoulders but lean. Normally wear a 12 - I ordered the XL and it fits fine, but almost snug! So I would say they run a little small compared to US sizing. Great fabric and construction!""], ['Cecilia', '5', 'High quality quick shipping - recommend sizing up a couple sizes for loose fit or one size for regular fit'], ['Sandra', '5', 'Very cute layering piece.  Fairly thick padding, so will be more appropriate to wear in the fall.  Fabric and workmanship are very high quality.']]"
VINTAGEVISTARAINDIA,ARPITA,N/A,"Indian Home Decor handpainted with love
                                ",4.75,171,"['Handpainted Teapots', 'Handpainted Trays', 'Coasters', 'Handpainted Sculptures', 'Wall Plates']","[['Muthuselvi Shanmugaraj', '5', 'I got another one.. good as described'], ['Muthuselvi Shanmugaraj', '5', 'Loved it..Item arrived as described with good packaging.'], ['Robin', '5', 'The tray is beautiful! Great craftsmanship, gorgeous vivid colors, and intricate design. Shipping was fast and the item was packaged well for the journey. I will cherish this art for life. thank you!'], ['Hayley', '5', 'Got this for my mom and it came right before Christmas. She loves it and it’s very beautiful!'], ['Sathya', '5', 'Looks pretty like the pictures and swift delivery!'], ['arath910', '5', 'This teapot is beautiful and one of a kind!'], ['Sathya', '5', 'Beautiful as described in the photo! Thank you for the swift delivery too 🙏🏽'], ['Jeanette', '5', 'The item arrived very quickly and was very well packaged. \n\nThe detailing is very nice as well, just as pictured.'], ['BD', '5', 'Beautiful, as described. great service. Fast shipping. Thank you'], ['BD', '5', 'Beautiful, as described. great service. Fast shipping. Thank you']]"
VintageworldIndia,vijendra,"Jaipur, Rajasthan","Indian Vintage Art Gallery
                                ",4.8839,2188,"['On sale', 'Vintage Textile Designs', 'Indian Tantra', 'Vintage Paper', 'Paintings and Drawings', 'Digital Scrapbook Goods', 'Vintage Manuscripts', 'Lithograph Prints', 'God prints', 'VINTAGE FABRIC', 'Large Vintage Items', 'Vintage Home Decor', 'Brass Jewellery Dye', 'Wooden Block & Stamps', 'Old Vintage Jewllery', 'Vintage Map & Photos', 'Islamic Art/Print', 'Art and collectible', 'Raja Ravi Varma Prints', 'Vintage Statue & Figure']","[['Paige', '5', 'Beautiful image and colors.'], ['Barbara', '5', 'Exquisite rare find, really well packaged arrived quickly.'], ['CJ', '5', 'Delighted with my impression die. It arrived so quickly. Customer service is excellent and all my questions were answered quickly along with additional photos. I couldn’t praise and recommend this seller enough. Thank you 🙏🏻'], ['Sarafina', '5', 'Very nice authentic prints, shipped safely, thank you so much, they are beautiful !'], ['daizydoo1988', '5', 'Super quick and great communication 👏'], ['Christy', '5', ""Lantern is very nice, as pictured. Shipping was timely and item was well packed. The lantern is not as old and I had hoped for, but it's still nice.""], ['Laura', '5', 'They are so cute! Thanks!'], ['Valentina', '5', 'quality papers old fashionable. fast delivery as promise'], ['Valentina', '5', 'quality papers old fashionable. fast delivery as promise'], ['Valentina', '5', 'quality papers old fashionable. fast delivery as promise']]"
VIPARindia,VIPAR,N/A,"VIPAR is pronounced : y-per
                                ",0,0,[],[]
VirgoIndia,Shreya,"New Delhi, Delhi","Exquisite handmade Indian wear and much more ❤️
                                ",5,8,"['On sale', 'Wedding dress', 'Evening gowns', 'Jumpsuits', 'Indian wear', 'Cocktail Dresses', 'Preloved luxe', 'Jewellery', 'Tailored suits']","[['Jordan', '5', '❤️GREAT seller!! great communication, and beautiful dress!! Would buy from again!❤️'], ['Roz', '5', 'what a great seller! she was so friendly and personable. my dress is absolutely perfect!!!! top quality and super fast shipping!'], ['alixloire', '5', 'Wore this gown to a black tie wedding! The color is stunning and I got so many compliments! Seller was responsive, thorough and so sweet and the delivery was so fast! Thank you!! ♥️♥️']]"
Visionarykraftindia,Ankita,N/A,"100% high quality handmade personalized product
                                ",0,0,[],[]
Visionsofindia,S Sardana,"California, United States","The Most Beautiful Bindis on Earth!
                                ",0,0,[],[]
VIVAPRODUCTSIndia,VIVA PRODUCTS,"New Delhi, Delhi","Handmade in India for the World.
                                ",0,0,[],[]
VIVARANGINDIA,Vivarang India,N/A,"VIVARANG INDIA
                                ",5,7,[],"[['Samarpita Bajpai', '5', 'Totally loved the products and super fast shipping. Will surely be a repeat customer.'], ['Mai', '5', 'Beautiful dupatta! Love everything about it . The owner Tarang is very professional, prompt and helpful. Shipping was super prompt and fast . I definitely recommend this store to my friends , family and colleagues. Thankyou Tarang for a great shopping experience. 🙏'], ['Hema Neeharika', '5', 'N/A']]"
VIVIDFLOWIndia,Sushmita,"Howrah, West Bengal","Acrylic Art Work for Your Home Decoration
                                ",0,0,[],[]
VMHandicraftIndia,Vipin Kumar,"Morādābād, Uttar Pradesh","Produce
                                ",4,22,[],"[['JUDY', '3', 'delivery was fast n prompt. item is excellent. Thanks'], ['kavitamkhanna', '5', 'N/A'], ['Zenab', '3', 'N/A'], ['kavitamkhanna', '5', 'N/A']]"
VPJewellers,VED PRAKASH VERMA,"Sri Mādhopur, Rajasthan","Your life is incomplete without jewels
                                ",4.8824,100,"['On sale', 'Wholesale Earrings', 'Wholesale Ring', 'Wholesale Pendant', 'Multi & Mixed Pendant', 'Multi & Mixed Earrings']","[['Jovanni', '5', 'Most beautiful earrings. Great quality. Fantastic customer service. Thank you!'], ['Jennifer', '5', 'Very polite and helpful'], ['Carina', '5', 'Everything was beautiful.  5 Stars 😍'], ['Kathy', '5', ""Pretty little Pendants I'll wear often!""], ['Andrea', '4', 'Only 1 out of 5 looked like the rings on the picture (usually they were less nice than the picture). But up to now I had no allergic reaction, so I am inclined to think that is really silver. Prompt delivery.'], ['Andrea', '4', 'None of the earrings I received looked like the picture. 2 pairs I liked, 3 are not my style.... The hooks are definitely silver - we will see whether the rest are silver or not. Prompt delivery'], ['Andrea', '5', 'They look exactly as announced: nice bracelets. Up to now it seems really like silver, too. We are wearing now these bracelets, and see whether it stay like this. Prompt delivery.'], ['Viv', '5', 'Very good quality and stunning colours'], ['Noodlerj', '5', 'Beautiful solar quartz earring, very vibrant colours. Look great on. Sent very quickly and safely, thank you. Highly recommend seller to all.'], ['Jennifer', '5', 'N/A']]"
VPSImpexIndia,Prabha Gupta,India,"Blends Sustainability with Style for Utility
                                ",0,0,[],[]
VrisaCoutureIndia,Saloni Sharma,"Delhi, India","Custom Made Indian Ethnic Designer outfits
                                ",5,11,"['On sale', 'Vrisa Couture Lehenga', 'Vrisa Couture Gowns', 'Vrisa Couture Sarees', 'Vrisa Salwar Kameez', 'Vrisa Couture Blouse', 'Vrisa Couture Kurtas', 'VrisaCouture Sharara Set', 'Vrisa Bridal Lehenga', 'Vrisa Tops & Tunics', 'Vrisa Couture Pants', 'Raksha Bandhan Sale']","[['Lakshmi', '5', 'Very pretty!!! enjoyed shopping with them. Prompt delivery'], ['Lakshmi', '5', 'Very pretty!!! enjoyed shopping with them. Prompt delivery']]"
VVENTERPRISESIndia,V.V.ENTERPRISES,N/A,"Makers of quality rugs and carpets. 
                                ",4.7419,415,"['On sale', 'BLOCK PRINT RUGS', 'WOOL JUTE RUGS', 'JUTE RUGS', 'PREMIUM CARPETS', 'MOROCCAN RUGS', 'Square Block Print Rugs', 'Block Print Runner Rug', 'Throws', 'WEAVE RUGS', 'ROUND CARPETS', 'SPECIAL CUSHION COVERS', 'COTTON RUGS', 'WOOL RUGS', 'CHINDI RUGS', '8x10 Feet rug', 'NEW BLOCK PRINTED']","[['Brooke ', '5', 'Beautiful rug! CB2 sold this rug, for much more money, in a wool version. I love the bright colors, it really warms up and brings some life to my dark rental apartment.'], ['Elizabeth', '5', 'Love it. Thank you so much. Beautiful and matches description. Fast shipping.'], ['Jo-Nell', '5', 'Just what I wanted.  Love it!'], ['eclalley', '5', 'LOVE this gorgeous blue rug and it got it very quickly!'], ['Elizabeth', '5', 'My rug arrived very quickly and is true to the picture presented. It is perfect and just what I wanted! I love it! Very happy with my purchase!'], ['Angela', '5', 'Beautiful rug and fast shipping'], ['Steven', '5', 'This item is exactly as I had hoped from the description and picture.  The quality is very good and the price for this size rug is great.  International shipping was quick.'], ['JoAnne', '5', 'Just perfect! I purchased this throw as a gift for my mom and she loves it. The quality is superb, the fabric texture is soft and durable, the color is appealing with a muted pattern distinctively noticeable but not overpowering. We all are totally pleased and will truly purchase from this vendor again.'], ['Louis', '5', 'The quality is excellent, the item matched the description perfectly, and it looks beautiful in my hallway!'], ['Jacquelyn', '5', 'The color is fantastic! Better quality than I expected. So far we are very pleased with how the rug looks and feels.']]"
